name,rating,price_level,distance_km,total_reviews
Stephanieside Harris Eatery,4.3,3,12.34,5
Hernandezside Ashley Bistro,4.2,2,11.78,146
Garciaview Newton Kitchen,3.1,2,8.7,24
North Phillip Cruz Café,4.4,2,7.26,21
Donaldbury Green Kitchen,4.3,1,4.92,37
Lake Amy Evans Bistro,4.0,2,10.66,77
Josephfort Gibson Bistro,4.3,2,6.3,15
Port Nathan Herrera Diner,4.5,2,8.56,57
Owentown Scott Bistro,4.7,1,4.72,19
New Michaelmouth Berry House,4.4,3,10.85,38
Johnside Day Lounge,4.5,2,8.68,74
North Anneside Horton Bistro,3.9,1,10.25,43
South Richard Daugherty Café,3.7,1,9.49,10
Woodschester Contreras Bar,4.0,2,6.47,114
New Denise Mcgrath Bar,3.0,2,4.49,11
North Catherinemouth Dominguez Kitchen,4.4,1,5.71,100
North Anita Rodgers House,3.9,0,6.36,36
Walkerhaven Drake Grill,4.5,1,5.88,27
Brendastad Wolf Bakery,4.5,2,8.46,60
Deleontown Mathis Bar,4.5,2,7.2,203
Justintown Davenport Café,4.5,2,7.31,9
Michellebury Smith Bakery,4.6,2,4.69,64
South Glenn Villegas Bakery,3.9,3,1.37,72
Lake Paula Mcdaniel Bar,4.2,2,6.94,55
Lake Michael Sharp House,4.3,2,9.58,29
South Johnfort Hayes Lounge,3.8,2,3.87,13
Millerberg Cook Lounge,4.6,2,4.77,5
West Christopher Obrien Diner,4.4,1,4.46,19
New Hannahborough Hurley Bistro,4.1,2,6.11,10
Robertburgh Reilly Bistro,3.8,2,8.26,11
West Ravenburgh Patrick Bakery,3.9,4,11.13,20
Timothyside Morrison Café,4.1,1,6.67,68
Markview Woods Grill,4.1,3,10.01,80
Amandaview Strong Lounge,4.4,3,11.94,15
Lake Kristine Clark Grill,4.9,2,8.6,68
North Ashley Blake Tapas,4.5,3,10.39,120
East Lisa Davis Kitchen,4.2,2,10.8,55
Warrenmouth Kemp Diner,4.1,1,4.66,6
Lake Joshua Garcia Bar,4.5,2,14.35,29
South Christopherport Wilson Eatery,4.3,3,9.91,84
Port Christopherland Torres Lounge,4.7,2,4.89,8
Lake Trevorburgh Trujillo Bistro,3.6,2,1.04,5
East Erin Quinn Eatery,4.6,2,4.74,35
North Donna Schwartz Café,3.8,2,9.22,73
Lake Kimberlymouth Martin Eatery,4.9,2,8.0,8
Toddberg Warner Eatery,4.0,3,10.49,60
Woodside Taylor Eatery,4.8,1,7.96,81
Port Laurashire Santiago Kitchen,3.3,1,12.91,24
East James Patel Tapas,4.9,3,12.97,41
Connieburgh Robles Diner,3.6,1,9.19,11
Wisebury Russell Café,4.7,3,10.56,136
South Natalieberg King Bar,3.5,2,4.7,86
Millerburgh Fisher Grill,4.8,1,4.57,31
Turnertown Lopez Diner,2.9,2,8.52,80
West Leroy Hawkins Bakery,4.1,4,3.19,23
Seantown Dixon Lounge,4.1,2,2.01,11
New Austin Williams House,3.7,2,7.18,84
West Aaron Herrera House,4.7,3,7.91,13
New Rhondaburgh Parks Bar,3.9,2,6.39,11
South Kyle Sutton Café,4.9,1,6.28,83
East Lisaville Lewis Tapas,4.6,1,8.11,13
West Michaelmouth Griffin Bakery,4.6,2,10.25,680
Juliamouth Meadows Kitchen,4.3,1,7.93,16
West Jessicachester Guzman Tapas,3.6,1,5.49,19
South Amyhaven Hill Café,4.7,1,2.93,90
Lake Justin Davis Tapas,4.7,0,6.87,10
Lake James Moreno Lounge,4.8,2,7.29,23
Robertburgh Wright Eatery,4.7,1,10.55,71
Williamstown Coffey Tapas,4.8,1,3.74,5
Wilkinsview Blankenship Diner,4.5,3,8.99,77
East Tracey Robertson Bar,4.3,2,11.29,44
Francoburgh Castro Bistro,4.6,0,8.51,58
New Theresaside Hughes Bar,4.5,1,5.18,8
Morganchester Guzman House,4.3,1,6.08,22
Port Nathan Lloyd Grill,4.6,2,9.6,40
North Latoya Hatfield Lounge,4.4,2,11.9,551
Thompsonton Jones Bistro,4.5,2,7.29,503
Greeneview Saunders Diner,3.6,0,12.42,75
West Jesseshire Nelson Bakery,4.8,0,11.4,9
Port Angelashire Rose Eatery,4.6,2,9.26,56
Lake Shannonfort Carr Grill,4.2,1,6.71,136
Jenniferside Benjamin Eatery,4.3,2,10.71,9
South Heather Williams House,3.9,1,5.49,85
Nguyenborough Mason Grill,4.1,1,9.03,24
Lake Brandon Ross Bakery,4.9,2,13.1,62
Markville Booker Eatery,4.6,2,9.83,876
West Johnmouth Vazquez Eatery,4.3,1,12.89,7
Knappborough Zuniga Grill,3.7,1,10.65,45
West Elaine Pearson Diner,4.8,2,6.0,29
Jeremyview Anderson Bakery,3.7,0,8.69,12
Tonyfort Nguyen Bistro,4.0,3,5.09,5
Ramirezport Morales Tapas,4.0,2,9.66,15
East Justinfort Hatfield Diner,3.8,2,10.14,127
Lake Marytown Campbell Diner,4.3,3,3.42,8
East Lynnport Pham Bar,4.5,1,11.84,40
Johnsonmouth Baker Tapas,4.8,2,4.48,51
Haroldport Kelley Eatery,4.0,1,4.42,25
Jeffland Lynn Diner,4.4,1,10.17,154
New Tracyville Parks Grill,4.6,0,9.2,7
Edwardston Pace Lounge,4.6,2,7.86,91
Nelsonchester Liu Tapas,4.5,2,11.17,121
Coreytown Mason Kitchen,3.9,1,5.12,5
Lake Josefort Turner Grill,4.5,3,11.92,20
South Jeremyland Harris Grill,3.8,1,3.02,53
Grantfurt Foster Café,4.8,2,6.46,37
Lake Michellefort Santos Kitchen,3.9,2,9.43,191
South Maria Gallagher Café,4.3,2,6.54,49
South Rachel Sullivan Tapas,4.3,2,9.59,19
North Ashley Jackson Tapas,4.9,2,10.81,5
New Madelinechester Lopez Grill,4.0,2,8.96,39
Adammouth Carlson Bistro,3.9,2,11.63,5
Cameronmouth Brown Bar,4.5,3,5.82,25
South Carla Harris Eatery,4.0,2,7.61,18
South Laura Jarvis Tapas,3.1,3,11.06,28
Lake Monica Wilson Lounge,3.7,2,6.83,5
Markshire Mayo Tapas,4.5,2,9.36,36
Port Vanessa Wilcox Bar,4.5,2,11.05,52
Frenchbury Fitzgerald Eatery,4.1,3,12.58,88
Johnview Anthony Bistro,3.9,3,4.05,64
North Jonathanberg Richards Grill,3.2,1,5.43,78
North Rachel Brewer Lounge,4.6,3,8.1,13
New Leslie Larson Bistro,4.3,1,10.09,45
North Tanya Townsend Tapas,3.8,1,12.65,67
Patrickberg Johnson Bakery,3.9,3,1.86,96
Bruceport Howard Lounge,4.5,2,9.49,7
West Jessicahaven Hoffman Tapas,4.4,2,8.56,51
Port Terri Bailey Bistro,4.0,2,11.32,104
West Dennis Mcdowell Grill,3.8,2,10.65,59
East Andreaborough Williams Bistro,4.8,3,10.68,9
Bradfordborough Harvey Diner,4.1,2,3.77,47
Lake Sarahhaven Miller Grill,3.7,3,8.34,99
North Gregory Cohen Bakery,4.6,1,6.5,42
South Johnborough Woods Bar,4.4,1,8.4,19
Dawnchester Anderson Kitchen,4.2,1,1.54,84
Williamstad Kelly House,4.9,2,8.27,20
East Kelly Wilkinson Bar,3.7,2,10.31,5
East Kirsten Paul Bistro,4.4,2,11.01,333
Lake Brandonhaven Gardner Bar,4.3,1,4.77,43
Joshuafurt Blackburn Bistro,4.1,1,5.49,99
Ashleybury Richardson Lounge,3.8,2,3.15,6
North Jamieville Burgess Lounge,2.8,1,9.75,29
Mcdonaldchester Moore Lounge,4.8,2,8.96,52
South David Murphy Bar,4.6,3,3.99,35
Christophermouth Butler Café,4.8,4,6.12,29
East Lori Hunt Café,4.6,3,11.67,36
Amberburgh Gill Bar,3.9,0,4.23,16
West Jeffrey Salinas Diner,4.6,2,10.78,105
Lake Nicoleport Simmons Café,3.8,2,11.25,94
Ramirezland Scott House,4.5,2,10.65,35
Lake Carlytown Kennedy Eatery,4.2,1,9.69,23
South Kristinberg Wells Bar,4.3,0,7.83,10
West Erikaside Phillips Kitchen,3.7,2,10.21,7
Ivanton Martinez House,4.7,2,10.4,193
West Codyview Smith Kitchen,4.6,1,11.93,39
East Jenniferbury Harris House,4.4,1,12.59,13
Watsonchester Miller Kitchen,4.3,2,5.53,7
South Kendra Michael Eatery,4.8,2,8.49,55
Laurenport Ramirez Bistro,3.8,2,11.47,103
Charlesport Hammond Bakery,4.0,2,6.41,166
Port Paula May Café,4.3,2,8.25,600
Camposville Davis Bar,4.2,2,5.25,53
New Patrick Copeland Bakery,4.6,2,10.57,6
Beardton Johnson Lounge,4.7,2,10.17,50
East Curtis Mccarthy Bakery,4.8,4,7.98,25
Matthewshire Walters Eatery,4.8,3,6.83,5
Erintown Long Bar,4.8,2,5.07,14
Port Michael Cooper Eatery,4.7,3,8.69,44
Port Alexander Kelley Bar,4.6,0,9.98,10
Lake Karen Herrera Tapas,4.1,2,5.26,70
Kingmouth Bennett Diner,4.3,4,8.88,6
Moralesside Peters Lounge,4.6,3,8.99,13
North Cynthia Osborn Tapas,4.4,3,5.55,32
West Jenniferland Mccormick Café,4.8,2,6.8,107
Gonzalezview Jenkins Café,3.6,1,12.35,140
Lake Bradleyton Williamson Café,4.5,2,13.34,15
New Gabriel Leonard Bar,4.8,2,6.23,46
Mccallland Perez Grill,4.7,2,10.53,110
Jessicaberg Rodriguez Lounge,3.1,2,11.49,30
North Michaelburgh Ramos Bakery,4.5,1,4.18,12
Waltertown Daniel Bistro,4.1,3,8.35,147
Robertside Wallace Lounge,4.6,1,10.47,5
North Janet Fitzgerald Tapas,4.6,2,4.42,5
South Paul Gould Diner,4.6,0,5.13,101
Prattchester Glover Kitchen,3.5,1,7.48,38
Lake Paul Miller Kitchen,4.9,4,11.49,20
Carterview Carter Eatery,4.8,2,4.27,31
Taramouth Nolan Grill,4.8,2,9.51,144
Lake Christopherton Lopez Bakery,4.0,2,13.06,37
South Angelaport Smith House,4.4,2,10.97,124
East Joanberg Russell Grill,4.1,2,8.07,170
New Christopher Webb Café,4.7,2,6.0,5
Lewisshire Foster House,4.9,1,3.1,29
Averyland Lopez Bar,4.9,3,9.39,94
West Daniel Payne House,3.0,1,10.56,20
Robertstad Smith Lounge,4.7,2,9.98,5
Knightview Green Lounge,4.9,0,3.27,120
Chloemouth Jones Diner,4.5,2,8.44,11
Campbellfort Howard Lounge,3.7,2,10.56,18
Salinasburgh Figueroa Bistro,4.5,1,10.87,5
Lake Sarahland Macias Diner,4.3,1,4.5,61
Janetbury Roberson Lounge,3.2,3,11.2,254
East Brittneymouth Garcia Diner,3.6,2,4.84,23
Riverahaven Nichols House,4.3,2,9.61,30
Palmerchester Cantu Tapas,4.3,1,7.76,56
Ronaldfurt Lamb Kitchen,3.9,1,5.0,38
East Penny Hernandez Café,4.5,3,3.92,10
New Ericborough Brown Diner,3.8,2,11.08,8
South Jessica Barr Eatery,4.7,2,6.49,94
Wrightstad Hamilton Eatery,4.2,2,14.09,28
Scottmouth Ramirez Kitchen,3.9,2,2.6,24
West David Callahan Kitchen,4.8,2,6.67,28
South Christopherberg Krueger Bakery,4.5,1,5.19,23
South Carolynbury Santiago Bar,4.2,0,11.32,91
Lake Thomas Ray Kitchen,4.0,2,10.23,65
New Jeffreyborough Edwards Tapas,4.4,4,11.19,28
New Jennifer Guerra Bar,4.3,1,10.53,39
Michaelberg Grant Grill,4.6,3,12.74,90
Thomasville Brooks Café,4.4,2,8.3,13
North Mariaside Watson Bakery,4.2,2,6.96,21
Maryport Serrano Kitchen,4.7,1,11.94,54
West Jasonborough Curry Café,3.7,1,8.43,19
Fosterburgh Stafford Café,4.5,2,6.48,37
Michaelside Malone Lounge,4.7,0,8.38,6
Ronaldton Wilson Diner,3.9,3,10.38,9
Lake Sarah Richmond Bakery,4.6,3,8.21,32
Lake Jessicaport Contreras Café,4.5,3,7.54,25
North Joshuamouth Mccarty Café,4.9,1,10.61,49
Heatherland Johnson Diner,4.4,3,8.4,28
Port Kerry Stewart Grill,4.2,3,10.93,41
Anthonyborough Roberson Tapas,4.7,2,7.18,72
Whitebury Trujillo Grill,4.2,1,8.98,106
New Katrinaland Oconnor Diner,4.0,0,10.05,6
Lanceville Hamilton Eatery,4.6,2,2.39,89
West Scottstad Wheeler Café,2.7,2,7.67,10
Stephenside Fritz Lounge,3.9,2,10.15,31
East Kevin Reed Bar,4.1,1,6.1,29
Port Raymondbury Vega House,4.7,1,10.51,12
New Jamesview Price Grill,3.9,2,7.18,78
Bryantport Moore Tapas,4.7,2,5.39,19
Delgadomouth Zimmerman Grill,4.5,2,9.86,12
Mariaport Ruiz Eatery,4.2,2,10.76,23
Lake Pamelaborough Brown Lounge,4.7,1,10.0,11
East Markhaven Harding Café,4.2,1,11.6,15
Robertostad Benitez House,3.8,2,5.42,8
West Deborah Vaughn Eatery,4.7,2,10.05,26
West Phillipshire King Bakery,4.3,2,10.1,113
North Meghanfort King House,3.8,2,10.14,17
Johnsonshire Jones Bistro,4.9,2,7.88,44
West Michael Wallace Eatery,4.3,3,8.58,67
Rhondaville Leonard Grill,3.5,2,8.95,29
Navarroland Smith Kitchen,4.6,3,4.61,234
Raymondmouth Smith House,4.1,1,7.91,219
Donaldmouth Thompson Kitchen,4.6,3,2.05,123
Briannaburgh Lane Kitchen,3.6,2,13.37,51
Millershire Barnes Diner,3.5,2,5.1,95
North Alanbury Elliott Grill,3.6,2,7.35,25
New Josephberg Carpenter Café,4.0,2,7.52,36
Jameston Cooper House,4.0,1,12.16,21
West Frankland Barry Kitchen,3.7,3,8.21,111
South Seth Bennett House,3.8,0,6.62,195
Christensentown Smith Eatery,4.7,3,6.74,32
Scottstad Coleman Tapas,4.3,4,5.35,66
Tiffanyside Allen Café,4.9,1,13.04,1340
Henryshire Coleman Bistro,4.3,3,11.41,9
North James Wagner Bar,4.2,2,8.94,47
Lisaport Jackson Kitchen,3.8,3,3.86,36
North Heatherfurt Frey Diner,3.5,2,5.5,32
Terrancechester Bradley Café,4.7,1,11.69,29
Amandafort Young Bakery,4.7,1,9.83,89
Nathanielshire Smith Bakery,5.0,2,8.92,75
Jenniferhaven Perez Diner,4.8,2,12.22,21
Gabrielaville Robinson Eatery,4.6,2,9.86,12
Williamtown Day Lounge,3.4,2,6.6,10
Amychester Bryant Grill,4.7,1,11.03,24
Johnfurt Berry Tapas,2.7,2,7.76,83
North Michael Archer Bar,4.5,2,7.4,30
Hallview Parker Lounge,4.6,3,10.54,40
Port Shane Case Tapas,4.4,1,13.38,378
West Kiara Mitchell Kitchen,4.4,2,4.88,29
Andersonside Turner Tapas,4.9,2,9.32,11
Ruthchester Boone Grill,4.2,3,7.8,28
South Kevin Hebert Café,4.5,3,9.56,37
New Cynthia Pittman Kitchen,3.9,1,6.5,22
North Lauriefort Bell Kitchen,4.1,3,4.23,49
Lake Brenda Francis Kitchen,3.9,4,10.51,180
Castanedafort Jenkins Café,3.4,0,6.44,56
Lake Lori Alvarez Bistro,4.3,0,6.4,93
Curtisville Kim Bakery,3.1,2,8.58,24
Port Nicholasborough Matthews Kitchen,4.8,3,13.57,5
Dawnfurt Walter Lounge,4.8,1,8.9,25
Edwardmouth Torres Bistro,3.8,1,13.69,30
Keithfurt Turner Bakery,3.7,4,3.5,38
Robertton Sullivan Eatery,4.6,1,9.03,45
South Samantha Walker Bistro,4.5,1,3.83,41
Michelleport Kelly House,4.7,1,9.87,12
Gregfort Miranda Diner,4.3,2,10.28,5
Morenoborough Evans Lounge,3.8,3,12.13,15
North Nicholasburgh Hood Tapas,4.1,1,10.13,74
West Kari Shepherd Diner,4.0,2,11.62,20
Huffland Ryan Grill,4.2,2,6.93,6
Davisside Jackson Café,4.6,2,6.1,211
West Barbara Jackson Grill,4.2,2,7.03,39
East Jesse Carr Lounge,4.3,1,8.49,23
East Holly Ramirez Bar,4.8,2,6.82,7
Lake Charlotte Williams Bakery,4.4,2,5.84,15
South Hannah Lynch Bakery,4.8,4,9.7,7
Newtonmouth Mann Tapas,4.3,4,11.72,49
Barnesview Flores Grill,4.2,2,5.79,90
Drewstad Phelps Eatery,4.9,3,4.62,9
Port Curtisfort Salas Bar,4.2,3,8.77,459
Port Williamton Hansen House,4.4,3,9.51,12
East Katiefort Norris Eatery,4.7,1,11.21,8
New Pamela Bradford Kitchen,3.5,3,10.57,22
East Dylan Miller Tapas,4.3,2,12.47,34
Timothytown Johnston Tapas,2.8,3,7.29,42
Wrightburgh Whitaker Lounge,3.5,4,2.62,59
Turnerborough Rice Grill,4.6,2,9.46,26
New Matthew Melendez Bistro,4.4,1,13.22,30
Christopherside Atkins Eatery,4.6,0,8.66,5
Larryview Martinez Eatery,2.6,2,7.42,118
East Brandon Gonzalez Tapas,4.7,2,9.71,38
West Josephland Erickson Lounge,4.1,3,7.52,545
Lake Jeff Kramer Grill,4.2,4,4.71,27
Clarkview Reid House,3.7,2,7.35,10
Jamietown Henderson Café,4.3,1,9.43,15
New Heatherland Lopez Bar,3.8,3,5.9,9
Michaelmouth Gibson Kitchen,4.7,2,6.07,10
Hardytown Thomas Bakery,4.5,0,6.38,6
East Michaelchester Carroll Café,4.0,1,8.46,14
Clairechester Turner Diner,4.0,2,7.77,103
Laurieshire Smith Kitchen,4.7,1,11.09,97
Jonesside Gamble Tapas,3.9,1,9.48,56
West Amanda Davis Grill,4.4,1,9.9,60
Hillport Wilson Eatery,4.4,3,5.71,36
Port Thomas Whitaker Lounge,4.0,4,9.07,34
East Anthonytown Taylor House,4.8,0,9.62,17
Mooreport Tucker Eatery,4.8,2,7.27,94
Alisonmouth Weber Grill,4.5,4,7.05,64
Lake Brookemouth Nixon Bakery,4.7,0,7.33,46
New Christina Klein Bakery,3.7,0,11.19,56
Shawnton Morris Bar,3.7,0,5.61,19
Port Curtis Davis Café,4.3,1,11.63,5
North Blakeberg Smith Eatery,4.6,1,5.33,5
Paulland Wheeler House,4.3,1,10.17,5
Brownton Warner Tapas,4.2,2,1.99,15
Sanchezville Terry Kitchen,4.8,0,9.07,54
Bishopbury White Bistro,4.4,2,9.35,22
Lake Grantland Carlson Lounge,4.6,3,9.75,9
Matthewborough Davis Lounge,4.6,0,10.34,81
West Kathleenburgh Moreno Lounge,4.2,3,6.81,33
Shannonberg Thomas Lounge,4.7,1,6.71,50
Teresaberg Alexander Grill,4.9,2,12.46,42
New Michaelfurt James Bakery,3.9,2,9.87,8
Vazquezhaven Knight Kitchen,4.2,1,4.28,92
West Jennaborough Wheeler Bakery,4.2,2,8.03,42
Joshuaburgh Clark Eatery,4.5,1,8.07,15
Jonesville Yates Bar,4.2,2,8.82,5
Kathleenton Eaton Tapas,4.5,1,7.98,24
Kentstad Perez Bistro,4.7,3,8.84,24
Lake Clarence Warner Diner,4.5,1,8.11,16
Lake Antoniostad Campbell Bistro,4.1,2,11.76,14
Luisland Turner Café,2.9,2,6.15,18
West Andrea Olson Diner,4.5,0,1.45,154
Brettport Smith Kitchen,4.4,2,7.16,29
North Marktown Phillips Kitchen,3.4,1,3.34,42
Pattersonhaven Morgan House,4.7,2,11.62,20
Lake Lori Sawyer Kitchen,4.4,2,12.78,106
South Cassandraside Bowman House,4.7,1,4.73,19
North Paulstad Hughes Bistro,4.1,2,9.8,24
Kimberlyborough Roberts Lounge,4.7,3,11.17,112
Jacksonbury Schmidt Diner,4.7,2,7.73,139
New Frederickshire Morris Tapas,4.9,2,8.95,6
East Alyssaville Contreras Tapas,3.2,3,9.52,79
Lake Matthewchester Ramirez Grill,4.6,1,5.8,151
Williamsmouth Dennis Bakery,3.5,2,10.66,46
Brianfurt Adams Bakery,3.7,2,7.58,10
South Cesarberg Mckinney Lounge,3.5,1,9.01,47
Patrickville Hess Lounge,4.7,1,11.95,13
South Alexandraville Floyd Diner,4.6,2,5.95,61
Lambshire Rose Kitchen,3.2,1,10.17,40
New Michaelton Mann Tapas,4.3,2,13.02,13
Mossville Smith Bistro,3.6,1,5.79,95
West Paulborough Stevens Bar,4.5,1,11.4,5
Jamesshire Bennett Bistro,4.4,1,5.64,18
Sheltonview Gonzalez Diner,4.1,1,8.03,49
Port Scott Arias Bistro,4.5,3,11.0,76
Sarahside Cook Lounge,4.5,2,11.45,33
Browntown Barry Bistro,4.7,2,9.88,23
Owensland Davis Bistro,4.4,1,13.31,31
Reneefurt Ward Kitchen,4.0,1,6.66,84
South Kevinchester Sanders Café,4.0,0,12.75,24
Nelsonchester Taylor Bar,4.7,1,12.61,5
Port Katelynville Mcdaniel House,4.7,2,8.14,33
Port Lisa Finley Diner,3.9,3,8.04,60
New Ashley Taylor Bar,3.5,3,9.65,73
Kristinashire Thompson Eatery,4.6,2,11.03,90
Sanchezhaven Stout Bistro,4.6,2,9.41,48
Powellport Baxter Kitchen,4.1,2,7.81,143
Smithside Cherry Lounge,4.3,1,4.84,93
East Nicholestad Clark Kitchen,4.6,1,9.12,86
Port Jennifer Compton Lounge,4.7,2,9.69,218
South Lisafurt Dominguez Grill,4.2,1,2.55,13
Port Ronaldfurt Brennan House,4.7,3,5.08,119
Lake Jared Wagner Lounge,4.3,3,9.71,5
New Ryan Garcia Tapas,4.5,2,8.59,92
Vanessafort Torres Bar,4.1,2,5.36,60
Timothyborough Baker Café,4.4,1,12.05,103
North Williamton Haynes Eatery,4.3,1,2.09,37
Goodwinport Nichols Kitchen,4.4,1,4.91,48
Morganborough Butler Grill,4.7,1,5.34,106
East Dana Luna House,3.3,1,13.07,135
Port Cindy Griffith Bistro,4.2,2,3.62,16
Blankenshipfurt Haas Tapas,4.3,1,11.03,11
Lake James Gould Eatery,4.0,1,12.68,41
Lake Jeffreyfurt Wilson Kitchen,3.0,1,4.22,13
West Jessica Dickson Eatery,4.6,2,11.72,154
East Michaelhaven Bartlett Bistro,4.3,2,2.31,84
West Johnfurt Johnson Bar,4.5,2,4.13,1482
Ericport Chan Bistro,4.0,3,9.31,32
Kingside Richardson Diner,4.6,0,5.96,9
New Michaelmouth Phillips Lounge,4.1,2,6.78,142
East Jenniferhaven Wilson Lounge,4.2,4,9.93,98
North Robert Macias Grill,4.5,1,7.13,35
Lindseystad Steele Grill,4.6,2,4.37,22
New Jorge House Lounge,4.6,1,3.47,5
South Michelle Thompson House,3.4,2,4.84,7
Christopherfort Fox Eatery,3.7,2,9.63,108
Lake Amandafurt Rodriguez Diner,4.3,2,11.69,341
Murrayview Franklin Diner,4.6,3,9.65,17
Kellyburgh Cook Grill,3.3,1,13.47,22
Lake Thomasstad Jackson Café,4.3,1,9.45,32
Masonfurt Richmond Eatery,4.7,3,5.96,7
South Christopherview Walker Café,4.5,2,8.92,24
East Mario Boyle Diner,3.7,2,6.72,35
Port Bettyborough Bryan Diner,3.7,1,7.34,5
Lake Keith Johnson Lounge,4.8,4,10.08,26
Lisaborough Jones Grill,4.0,2,7.53,29
Garciaport Brady Eatery,4.3,2,11.03,41
Lake Rebecca Barber Bar,4.1,2,6.61,43
West Jacob Brooks Diner,4.7,1,4.85,8
North Margaretbury Sanders House,4.5,0,11.28,29
North Jermainebury Grimes Kitchen,4.4,2,6.05,55
Charlesbury Wagner Diner,4.7,3,8.41,19
Ericfurt Steele Kitchen,3.5,2,8.39,5
North Henry Walker Bistro,4.2,1,7.73,202
Port Michael Edwards Café,4.5,3,5.76,12
East Jane Gomez Bakery,4.6,2,7.12,43
Port Jeremyfurt Adams Bar,4.7,2,3.94,48
North Brian Jackson Bistro,3.1,2,9.32,54
Port Julia Kim Bar,4.3,2,7.82,7
Glendaview Long Bakery,4.2,2,11.4,88
Port Brittany Cochran Tapas,3.9,1,4.82,18
Laurenland Ibarra Bakery,4.9,3,7.17,41
Walkerchester Pope Grill,4.6,2,9.89,33
Clarkmouth Cummings Grill,4.3,0,8.6,19
New Morgan Ortiz Lounge,4.0,1,10.4,13
North Jeffreyfort Foster House,4.5,1,9.31,63
North David Christensen Kitchen,4.2,2,9.25,59
Port Anita Cunningham Café,4.4,2,11.71,12
Kennethton Hughes Bar,2.8,2,6.5,78
Jenniferfort Reeves House,3.5,4,10.08,826
Jacquelineberg Williams Bar,3.8,2,6.56,114
Port Heather Miller Café,4.4,1,10.18,72
South Brooke Mitchell Diner,4.1,3,10.63,31
Thomashaven Wolf Kitchen,4.6,2,10.63,42
Longside Buckley Café,4.0,1,12.16,17
Lesliebury Smith Tapas,3.7,3,5.59,118
Bryanmouth King House,3.3,1,9.39,10
East Ryanmouth Hudson Eatery,4.1,3,7.7,436
Joeshire Brown House,3.5,4,9.47,18
Jerrybury Beard Grill,4.4,1,8.93,40
West Davidbury Johnson House,2.9,1,4.29,49
North Davidview Garcia Bakery,4.1,3,12.21,14
Davidburgh Taylor Grill,4.8,3,14.11,44
Jesseborough Orr Bistro,4.0,1,9.58,53
Travisstad Fitzgerald Bakery,3.2,3,4.53,58
New Stephanie Cannon Eatery,4.2,2,10.42,41
West Nicholas Thomas Café,4.5,1,7.43,328
Woodfort King Café,4.4,2,1.24,30
Lake Alexander Garcia Diner,3.7,2,10.87,26
North Cassidymouth Morgan Bakery,4.6,3,9.63,6
Lake Katherine Richards Bakery,4.7,2,9.17,18
North Davidport Wall Grill,4.1,2,11.85,88
West Paulmouth Little Tapas,4.9,2,10.26,14
Ballchester Villarreal Grill,4.0,2,5.19,157
West Janiceshire Harris Grill,4.4,1,9.71,40
Lake Michael Smith Bakery,4.2,2,10.33,55
Perezfurt Myers Bakery,4.4,4,8.79,23
New Michaelshire Joseph Bakery,4.0,2,2.37,15
Haroldview Haas Kitchen,4.6,1,3.84,42
Austinborough Duran Bakery,4.2,1,10.21,98
South Kristina Fowler House,4.1,2,5.52,78
West Aprilbury Lewis Tapas,4.9,4,3.42,11
Barnesberg Wu Café,4.6,2,4.94,9
Ramirezville Rodriguez Kitchen,4.9,1,8.27,65
Kristenhaven Padilla Kitchen,4.6,1,2.65,58
Port Corey Ortiz Café,4.5,2,8.18,19
Port Stephanie Payne House,4.2,1,2.83,47
Port Steventown Walter Tapas,4.7,4,9.6,5
Hendersonton Robertson House,5.0,1,12.06,71
North Daniel Ray Bakery,4.5,3,7.73,21
New Daniel Allen Grill,4.0,2,10.53,28
Port Jacquelineview Cox Kitchen,3.9,1,10.65,66
Sarahfurt Lara Bakery,4.6,2,10.03,13
North Katherine Parks House,4.6,2,4.51,72
North Tina Allison Bistro,4.8,0,7.8,28
Lake Johnton Adams Café,3.3,2,11.04,46
Amyview Jennings Diner,3.5,1,0.89,5
Lopeztown Thompson Grill,4.3,2,10.49,22
West Mitchelltown Griffin Bakery,4.7,1,13.48,23
Lake Ronaldville Pope Lounge,4.0,1,10.06,14
Harmonside Livingston Diner,4.4,1,10.25,97
Tiffanyberg Johnson Bistro,4.4,2,11.32,50
West Charlesfurt Mcdonald Kitchen,4.6,1,5.0,15
South Laurabury Brown Lounge,4.3,2,7.1,29
Anthonyfort Martin House,4.7,4,12.29,99
Christopherport Vasquez Bistro,4.0,1,13.18,7
New Linda Montoya Diner,4.2,1,7.99,32
Housestad Jimenez Diner,4.2,2,10.12,88
Dunnview Sanchez Eatery,4.5,1,8.58,138
Penahaven Dalton Tapas,4.6,3,3.1,54
Greenburgh Santana Tapas,4.3,2,7.35,39
Port Joshuafort Thomas Kitchen,4.1,4,10.6,7
Knapphaven Miller Lounge,4.1,1,6.89,33
Port Amandatown Campbell Kitchen,4.6,2,6.13,81
Sanchezside Munoz Café,4.6,3,4.97,14
Joshuaburgh Miller Tapas,4.3,1,11.81,18
Lake Jeremiahfurt Walker Eatery,4.2,2,8.16,11
South Laurenbury Aguilar Grill,4.6,2,11.92,10
East Steven Harris Lounge,4.6,2,9.23,28
Katherinefurt Lynn Bistro,3.9,1,8.9,95
Fitzpatrickmouth Poole Tapas,4.0,2,11.8,5
New Thomas Wright Bistro,4.2,2,6.17,5
Gregoryland Hill Bar,4.9,2,7.23,26
Lake Heatherburgh Jones Bistro,4.8,2,9.82,55
Christopherfurt George Bistro,3.4,2,3.55,19
